session;date;dorsal;player;time;total_distance;minute_distance;distance_vrange1;distance_vrange2;distance_vrange3;distance_vrange4;distance_vrange5;distance_vrange6;max_speed;average_speed;num_dec_expl;max_dec;num_acc_expl;max_acc;player_load;hmld;hmld_count;hmld_relative;hmld_time;hid_intervals;num_hids;hsr;sprints;num_hsr;time_vrange4;rpe
Sesión Nº 46;9/18/2024;4;A. Hernández;74.85;5421.62;72.43;1147.91;1461.75;2039.68;581.79;43.48;6.37;24.91;3.95;86;-6,163;85;5,227;0.00;921.50;353;12.31;5.58;0.25;3;37.67;1;3;2.08;6
Sesión Nº 46;9/18/2024;5;Llonch;74.85;5632.80;75.25;1147.60;1222.99;2326.30;778.90;27.01;2.75;23.01;4.09;104;-6,115;74;4,446;0.00;844.87;313;11.29;5.13;1.25;3;22.95;0;3;2.81;8
Sesión Nº 46;9/18/2024;6;Julio;74.85;4268.85;57.03;1199.74;1067.70;1460.23;358.43;38.89;0.73;22.68;3.00;34;-6,386;50;4,785;0.00;526.91;179;7.04;3.29;0.81;3;38.41;0;3;1.26;
Sesión Nº 46;9/18/2024;7;Zequi;74.85;5447.66;72.78;1046.85;1382.04;2167.09;583.56;94.18;10.00;24.92;4.02;87;-6,189;86;5,154;0.00;957.38;326;12.79;5.46;4.01;11;101.09;1;11;2.07;
Sesión Nº 46;9/18/2024;8;Nsue;74.85;4359.26;58.24;1170.82;1300.47;1434.47;291.49;18.31;7.15;24.91;3.06;44;-5,374;58;4,474;0.00;588.25;218;7.86;3.88;2.33;3;24.85;0;3;1.05;
Sesión Nº 46;9/18/2024;10;Borja M.;74.85;5401.96;72.17;1096.76;1606.52;1937.06;565.77;56.96;24.16;25.85;3.87;77;-7,054;71;4,830;0.00;856.84;280;11.45;4.96;0.43;8;73.66;3;8;2.01;6
Sesión Nº 46;9/18/2024;11;Pol Roige;74.85;5492.13;73.37;964.66;1177.42;2321.30;796.50;103.39;8.55;25.47;3.89;68;-5,523;86;4,927;0.00;965.91;285;12.90;5.04;2.18;13;106.40;1;13;2.84;
Sesión Nº 46;9/18/2024;16;Nacho;74.85;4932.95;65.90;1077.21;1385.59;1796.66;531.08;9.38;1.44;23.13;3.52;88;-5,212;81;4,621;0.00;815.96;323;10.90;5.33;0.00;1;8.96;0;1;1.90;
Sesión Nº 46;9/18/2024;17;E. Jiménez;74.85;4941.28;66.01;1049.95;1198.55;1860.03;585.41;91.17;20.59;25.87;3.50;82;-6,448;93;5,525;0.00;934.41;316;12.48;5.33;0.46;12;107.48;3;12;2.06;
Sesión Nº 46;9/18/2024;18;Burlamaqui;74.85;5207.80;69.57;1181.50;1275.76;1879.98;600.62;82.14;50.98;27.85;3.74;102;-6,457;103;5,491;0.00;1058.06;370;14.13;6.19;2.49;10;121.99;3;10;2.13;8
Sesión Nº 46;9/18/2024;19;De Santis;74.85;4786.55;63.95;1058.51;1644.31;1464.86;449.53;39.71;2.78;23.89;3.49;69;-5,965;75;5,361;0.00;754.75;297;10.08;4.72;2.17;5;34.47;0;5;1.60;
Sesión Nº 46;9/18/2024;20;Miki Codina;74.85;4943.65;66.04;1178.78;1364.98;1815.22;407.17;55.15;10.43;24.30;3.69;72;-6,668;82;4,920;0.00;870.56;327;11.63;5.35;1.56;8;64.96;1;8;1.44;
Sesión Nº 46;9/18/2024;21;Sito;74.85;4395.86;58.73;1188.49;1334.73;1259.75;411.73;52.42;34.18;27.85;3.16;53;-7,194;59;5,016;0.00;703.09;218;9.39;4.06;1.08;7;84.15;4;7;1.47;
Sesión Nº 46;9/18/2024;22;S. Montero;74.85;5514.53;73.67;1239.22;1345.97;2107.07;616.43;63.21;9.30;24.66;3.97;97;-6,656;96;4,709;0.00;1047.93;381;14.00;6.34;0.93;7;66.27;2;7;2.19;7
Sesión Nº 46;9/18/2024;23;Ñito González;74.85;4605.64;61.53;1186.86;1080.09;1612.73;562.54;23.16;2.08;23.32;3.39;47;-5,243;52;4,585;0.00;621.90;218;8.31;3.85;0.00;2;16.06;0;2;1.97;5
Sesión Nº 47;9/19/2024;2;San Emeterio;65.32;6363.39;97.42;865.24;1598.27;1988.62;1283.55;299.10;282.56;30.59;6.08;81;-7,631;68;4,405;0.00;1661.75;296;25.44;7.17;1.57;37;572.07;13;37;4.50;7
Sesión Nº 47;9/19/2024;3;Mendibe;65.32;6318.99;96.74;891.15;1637.52;2209.36;1121.74;170.89;246.01;29.72;5.85;83;-8,160;65;4,167;0.00;1462.33;310;22.39;6.67;2.58;20;415.08;10;20;4.00;6
Sesión Nº 47;9/19/2024;4;A. Hernández;65.32;6007.98;91.98;999.44;1746.83;1834.01;849.39;258.90;277.31;30.32;5.44;47;-5,912;61;5,105;0.00;1452.55;233;22.24;5.84;1.64;29;528.39;11;29;2.99;7
Sesión Nº 47;9/19/2024;5;Llonch;65.32;7029.82;107.62;982.03;1402.82;2728.32;1631.42;106.72;160.01;28.35;6.60;86;-5,157;61;4,380;0.00;1340.41;303;20.52;6.43;0.82;9;265.54;5;9;5.94;8
Sesión Nº 47;9/19/2024;6;Julio;65.32;6634.69;101.57;1115.21;1474.61;2495.73;1143.78;143.98;215.02;30.38;5.98;51;-4,979;67;4,338;0.00;1431.51;278;21.92;6.57;2.75;17;354.77;8;17;4.11;
Sesión Nº 47;9/19/2024;7;Zequi;65.32;6560.36;100.44;864.66;1765.62;1977.72;1197.27;276.05;418.14;32.28;5.87;71;-6,017;66;4,997;0.00;1792.70;285;27.45;7.01;1.57;30;674.87;17;30;4.21;
Sesión Nº 47;9/19/2024;8;Nsue;65.32;5184.13;79.37;942.59;1414.40;1496.95;830.29;254.75;184.40;29.17;4.79;34;-5,576;57;4,322;0.00;1246.97;196;19.09;4.99;2.11;26;430.56;12;26;2.90;
Sesión Nº 47;9/19/2024;10;Borja M.;65.32;6358.19;97.34;876.81;1842.16;1779.80;964.53;288.03;567.80;31.73;5.96;74;-6,427;78;4,977;0.00;1929.58;280;29.54;7.07;1.35;38;849.21;23;38;3.42;7
Sesión Nº 47;9/19/2024;11;Pol Roige;65.32;6429.98;98.44;851.74;1644.92;2212.97;1129.48;254.88;309.98;32.10;6.08;41;-5,558;69;5,524;0.00;1487.61;243;22.77;5.84;1.28;31;554.66;14;31;4.04;
Sesión Nº 47;9/19/2024;14;Elady;65.32;6506.65;99.61;822.78;1930.85;1988.63;1226.94;259.81;251.27;30.41;6.25;64;-5,883;72;4,765;0.00;1577.42;280;24.15;6.74;2.35;27;509.82;15;27;4.38;
Sesión Nº 47;9/19/2024;16;Nacho;65.32;5971.23;91.42;900.38;1723.82;1954.44;1032.98;125.64;190.89;30.20;5.53;62;-7,333;52;4,861;0.00;1301.12;257;19.92;6.06;1.58;16;312.90;8;16;3.71;
Sesión Nº 47;9/19/2024;17;E. Jiménez;65.32;6315.72;96.69;957.93;1722.22;1882.98;1069.72;275.41;376.49;32.05;5.98;66;-5,366;79;4,573;0.00;1742.02;280;26.67;6.90;1.56;28;648.29;14;28;3.84;
Sesión Nº 47;9/19/2024;18;Burlamaqui;65.32;6396.84;97.93;977.16;1545.46;2187.53;1113.80;189.80;343.29;33.17;6.03;100;-6,835;90;5,753;0.00;1762.59;406;26.98;8.15;2.27;27;531.27;14;27;3.96;9
Sesión Nº 47;9/19/2024;19;De Santis;65.32;6169.53;94.45;1003.97;1815.46;1658.39;1210.13;199.29;238.67;29.56;5.59;44;-5,723;72;4,559;0.00;1472.13;261;22.54;6.21;1.21;22;433.12;12;22;4.32;
Sesión Nº 47;9/19/2024;20;Miki Codina;65.32;6613.48;101.25;888.19;1655.94;2231.30;1251.55;251.72;298.90;30.85;6.24;70;-6,179;78;4,466;0.00;1617.96;301;24.77;6.81;1.87;30;539.25;15;30;4.46;
Sesión Nº 47;9/19/2024;21;Sito;65.32;5724.26;87.64;991.64;1829.00;1567.69;951.41;184.67;167.88;31.08;5.49;53;-6,214;59;4,798;0.00;1211.53;240;18.55;5.54;2.21;21;341.77;6;21;3.35;
Sesión Nº 47;9/19/2024;22;S. Montero;65.32;7165.66;109.70;903.09;1437.44;2842.61;1384.26;278.81;291.58;30.51;6.74;88;-6,269;78;4,745;0.00;1765.07;324;27.02;7.30;1.60;28;568.03;16;28;4.97;8
Sesión Nº 47;9/19/2024;23;Ñito González;65.32;6589.81;100.89;991.40;1525.91;1964.80;1408.90;350.95;317.79;29.19;6.10;42;-6,894;79;4,292;0.00;1804.64;286;27.63;7.46;1.18;31;662.15;15;31;4.95;8
Sesión Nº 47;9/19/2024;24;Alex Gil;65.32;7034.24;107.69;909.04;1418.52;2391.34;1568.74;292.61;443.89;32.52;6.77;86;-5,925;87;4,869;0.00;2046.34;348;31.33;8.48;1.21;31;731.16;17;31;5.62;
Sesión Nº 48;9/20/2024;2;San Emeterio;43.32;2104.68;48.59;896.02;463.85;411.51;187.01;19.90;25.39;27.59;2.71;17;-4,340;16;4,930;0.00;207.45;72;4.79;1.15;0.71;2;42.81;1;2;0.66;2
Sesión Nº 48;9/20/2024;3;Mendibe;43.32;1692.31;39.07;785.73;515.29;264.40;27.43;0.00;0.00;17.64;2.18;13;-4,961;13;5,287;0.00;85.98;51;1.99;0.67;0.00;0;0.00;0;0;0.10;
Sesión Nº 48;9/20/2024;4;A. Hernández;43.32;2091.48;48.28;744.31;627.99;566.86;49.77;3.89;0.00;21.29;2.71;19;-5,629;28;5,107;0.00;170.01;105;3.92;1.34;0.00;1;3.89;0;1;0.17;
Sesión Nº 48;9/20/2024;5;Llonch;43.32;2010.69;46.42;1021.33;516.75;345.56;19.84;0.00;0.00;18.89;2.65;7;-4,140;7;3,555;0.00;71.13;44;1.64;0.61;0.00;0;0.00;0;0;0.07;4
Sesión Nº 48;9/20/2024;6;Julio;43.32;1852.02;42.76;819.79;512.25;369.43;60.85;0.00;0.00;18.58;2.32;11;-4,555;10;4,636;0.00;118.05;58;2.73;0.95;0.00;0;0.00;0;0;0.22;
Sesión Nº 48;9/20/2024;7;Zequi;43.32;2315.32;53.45;850.57;509.93;546.67;261.20;40.27;23.04;25.45;3.03;17;-4,528;21;5,123;0.00;295.39;87;6.82;1.71;0.50;5;63.31;2;5;0.92;
Sesión Nº 48;9/20/2024;8;Nsue;43.32;1846.03;42.62;915.82;357.16;332.93;112.47;38.28;3.50;23.81;2.29;11;-3,802;23;5,826;0.00;213.64;66;4.93;1.25;0.38;5;41.78;0;5;0.38;
Sesión Nº 48;9/20/2024;11;Pol Roige;43.32;2447.64;56.51;774.71;639.39;598.65;254.65;75.53;38.95;28.17;3.27;23;-5,714;28;5,380;0.00;382.16;94;8.82;1.72;0.40;8;109.67;3;8;0.89;
Sesión Nº 48;9/20/2024;14;Elady;43.32;2078.70;47.99;720.87;577.08;461.15;184.90;23.18;0.70;23.43;2.61;30;-5,553;22;4,776;0.00;235.38;92;5.43;1.51;0.00;2;16.57;0;2;0.65;
Sesión Nº 48;9/20/2024;16;Nacho;43.32;1940.88;44.81;734.33;515.34;498.25;88.86;3.10;0.00;20.93;2.50;14;-4,348;18;4,951;0.00;170.20;74;3.93;1.25;0.00;0;0.00;0;0;0.31;
Sesión Nº 48;9/20/2024;17;E. Jiménez;43.32;1904.18;43.96;883.66;427.40;384.07;90.20;19.98;6.92;24.42;2.43;10;-3,684;20;4,597;0.00;197.38;64;4.56;1.31;0.00;2;26.90;1;2;0.32;
Sesión Nº 48;9/20/2024;18;Burlamaqui;43.32;2099.40;48.47;805.16;581.22;540.79;89.00;0.00;0.00;18.80;2.76;32;-4,650;36;5,136;0.00;229.88;122;5.31;1.82;0.00;0;0.00;0;0;0.32;-2
Sesión Nº 48;9/20/2024;19;De Santis;43.32;1875.76;43.30;684.21;566.98;402.21;120.41;17.25;0.00;22.15;2.50;9;-4,009;19;5,197;0.00;191.67;64;4.42;1.13;0.77;2;12.83;0;2;0.41;
Sesión Nº 48;9/20/2024;20;Miki Codina;43.32;2285.95;52.77;917.42;547.09;436.69;106.30;24.48;59.13;28.37;2.78;12;-4,740;11;3,699;0.00;236.76;55;5.47;1.17;0.08;3;83.61;2;3;0.37;
Sesión Nº 48;9/20/2024;21;Sito;43.32;2145.14;49.52;789.31;665.75;343.10;195.60;43.61;11.14;24.52;2.81;16;-4,992;17;4,492;0.00;260.10;64;6.00;1.29;0.35;3;52.92;2;3;0.68;
Sesión Nº 48;9/20/2024;22;S. Montero;43.32;2212.77;51.09;821.62;516.17;560.39;207.31;10.87;0.00;22.88;2.87;24;-5,223;23;5,142;0.00;208.67;85;4.82;1.27;0.00;1;10.87;0;1;0.73;4
Sesión Nº 48;9/20/2024;23;Ñito González;43.32;2444.44;56.43;730.31;530.57;735.74;287.27;45.65;30.82;26.51;3.22;24;-3,747;29;4,656;0.00;376.30;115;8.69;1.89;0.41;5;75.22;2;5;1.01;5
Sesión Nº 48;9/20/2024;24;Alex Gil;43.32;1969.27;45.46;721.92;485.39;571.99;90.21;9.08;2.81;23.92;2.60;16;-3,902;25;4,575;0.00;183.79;79;4.24;1.27;0.00;1;11.28;0;1;0.33;
Sesión Nº 49;9/21/2024;2;San Emeterio;54.03;3031.38;56.10;743.18;850.99;1038.77;214.82;24.06;4.41;24.67;3.31;38;-5,474;36;4,508;0.00;391.27;139;7.24;2.26;1.04;3;24.75;1;3;0.75;3
Sesión Nº 49;9/21/2024;3;Mendibe;54.03;3181.20;58.88;784.27;916.20;948.40;310.18;11.70;0.00;22.33;3.20;48;-5,700;37;5,078;0.00;409.33;154;7.58;2.56;0.00;1;7.41;0;1;1.07;
Sesión Nº 49;9/21/2024;4;A. Hernández;54.03;2708.61;50.13;865.72;882.69;701.57;195.13;3.58;0.00;20.83;3.16;22;-5,581;36;4,202;0.00;369.72;141;6.84;2.52;0.00;0;0.00;0;0;0.71;
Sesión Nº 49;9/21/2024;5;Llonch;54.03;3172.48;58.71;881.37;774.09;1182.14;145.90;0.00;0.00;19.45;3.17;27;-4,678;23;3,803;0.00;273.78;111;5.07;1.86;0.00;0;0.00;0;0;0.52;4
Sesión Nº 49;9/21/2024;6;Julio;54.03;2556.20;47.31;815.78;768.23;726.36;175.10;5.35;0.00;21.25;2.81;28;-4,263;31;4,588;0.00;314.47;125;5.82;2.16;0.00;1;4.18;0;1;0.63;
Sesión Nº 49;9/21/2024;7;Zequi;54.03;2882.88;53.35;838.69;790.66;1010.61;168.21;5.49;0.00;21.68;3.15;44;-4,972;49;5,150;0.00;373.33;172;6.91;2.60;0.00;1;4.88;0;1;0.63;
Sesión Nº 49;9/21/2024;8;Nsue;54.03;3056.62;56.57;1070.78;812.61;752.25;148.32;0.00;0.00;18.21;2.98;33;-4,073;37;4,340;0.00;325.77;144;6.03;2.34;0.00;0;0.00;0;0;0.54;
Sesión Nº 49;9/21/2024;10;Borja M.;54.03;3266.93;60.46;762.85;1281.67;836.99;278.48;14.20;0.00;22.13;3.43;42;-5,668;49;4,587;0.00;429.81;153;7.96;2.52;0.17;2;8.77;0;2;0.97;1
Sesión Nº 49;9/21/2024;11;Pol Roige;54.03;3252.32;60.19;822.54;944.53;941.64;256.76;25.81;4.80;24.52;3.26;31;-4,411;44;5,011;0.00;477.21;168;8.83;2.85;0.09;2;18.43;1;2;0.86;
Sesión Nº 49;9/21/2024;14;Elady;54.03;3099.25;57.36;735.18;1060.03;825.39;266.85;29.84;0.74;23.52;3.24;37;-4,821;48;4,787;0.00;491.27;175;9.09;3.05;0.28;3;23.06;0;3;0.92;
Sesión Nº 49;9/21/2024;16;Nacho;54.03;2917.05;53.99;866.19;887.08;750.37;160.10;0.62;0.00;20.45;2.67;29;-4,516;33;4,803;0.00;270.26;125;5.00;1.91;0.00;0;0.00;0;0;0.56;
Sesión Nº 49;9/21/2024;17;E. Jiménez;54.03;3094.84;57.28;770.81;842.86;911.57;351.97;17.88;2.77;23.63;3.30;50;-7,084;59;4,982;0.00;527.72;193;9.77;3.29;0.26;2;20.02;0;2;1.24;
Sesión Nº 49;9/21/2024;18;Burlamaqui;54.03;3013.63;55.77;901.17;781.29;826.45;206.68;2.71;0.00;21.17;3.17;38;-6,256;45;4,343;0.00;346.92;160;6.42;2.54;0.00;0;0.00;0;0;0.69;-2
Sesión Nº 49;9/21/2024;19;De Santis;54.03;2892.85;53.54;744.38;959.54;772.64;263.66;9.64;0.00;22.02;3.05;35;-5,622;49;4,365;0.00;397.02;158;7.35;2.55;0.00;1;4.60;0;1;0.93;
Sesión Nº 49;9/21/2024;20;Miki Codina;54.03;3491.34;64.61;834.94;1050.16;1132.36;259.70;36.75;0.00;22.98;3.44;41;-4,518;42;4,641;0.00;458.25;161;8.48;2.70;0.24;6;34.31;0;6;0.91;
Sesión Nº 49;9/21/2024;21;Sito;54.03;3013.18;55.77;866.06;1037.59;761.41;185.56;0.00;0.00;19.58;3.15;32;-5,521;42;4,358;0.00;340.11;148;6.29;2.34;0.00;0;0.00;0;0;0.66;
Sesión Nº 49;9/21/2024;22;S. Montero;54.03;3152.92;58.35;688.05;1000.63;1041.84;233.13;20.13;0.00;22.77;3.60;43;-4,578;37;4,051;0.00;439.11;173;8.13;2.77;0.19;3;18.20;0;3;0.81;4
Sesión Nº 49;9/21/2024;23;Ñito González;54.03;3220.99;59.61;895.35;863.90;1110.99;251.47;0.00;0.00;20.02;3.40;32;-4,957;42;4,569;0.00;367.97;150;6.81;2.54;0.00;0;0.00;0;0;0.91;5
Sesión Nº 49;9/21/2024;24;Alex Gil;54.03;3281.04;60.72;810.41;833.42;1144.52;259.55;1.21;0.00;20.61;3.20;43;-4,925;47;4,255;0.00;439.06;175;8.13;2.88;0.00;0;0.00;0;0;0.94;
Partido x Algeciras C.F;9/22/2024;2;San Emeterio;99.90;10798.66;108.09;1489.98;2413.52;3854.09;2270.20;312.97;335.54;29.59;6.36;138;-7,208;107;4,909;0.00;2379.76;501;23.82;10.96;2.52;36;637.60;16;36;8.18;9
Partido x Algeciras C.F;9/22/2024;4;A. Hernández;99.90;9477.75;94.87;1700.67;2256.94;3324.30;1746.45;186.33;106.42;28.05;5.53;97;-5,794;104;4,699;0.00;1722.12;431;17.24;8.94;4.65;19;284.87;7;19;6.26;
Partido x Algeciras C.F;9/22/2024;5;Llonch;84.96;9492.47;111.73;1284.60;2079.43;4107.16;1834.29;129.39;29.58;25.24;6.67;108;-5,412;83;4,264;0.00;1391.64;410;16.38;7.68;6.82;8;158.38;3;8;6.83;10
Partido x Algeciras C.F;9/22/2024;6;Julio;99.90;11068.48;110.80;1439.14;2462.56;4336.37;2451.18;271.19;85.47;29.24;6.65;75;-5,947;76;4,541;0.00;1856.35;392;18.58;9.10;3.37;27;350.10;7;27;8.91;
Partido x Algeciras C.F;9/22/2024;7;Zequi;85.54;9417.81;110.10;1108.24;2211.70;3502.58;1843.75;402.45;235.67;28.88;6.43;116;-6,061;89;4,174;0.00;2113.72;447;24.71;9.38;1.92;42;624.21;18;42;6.46;
Partido x Algeciras C.F;9/22/2024;8;Nsue;32.83;3231.05;98.42;590.45;748.23;1159.79;504.81;83.05;69.89;29.40;5.64;31;-5,541;40;4,865;0.00;589.34;129;17.95;2.81;3.56;8;147.98;5;8;1.81;
Partido x Algeciras C.F;9/22/2024;10;Borja M.;15.59;1552.54;99.57;204.14;548.97;452.91;225.91;69.51;25.28;25.44;5.92;14;-4,371;16;3,565;0.00;313.99;65;20.14;1.38;1.86;7;91.79;3;7;0.78;2
Partido x Algeciras C.F;9/22/2024;11;Pol Roige;32.72;3546.81;108.42;516.20;757.11;1363.80;555.35;90.77;105.76;27.98;5.95;41;-5,861;36;4,363;0.00;734.43;166;22.45;3.40;2.29;13;192.18;6;13;1.91;
Partido x Algeciras C.F;9/22/2024;14;Elady;99.90;6851.75;68.59;896.37;2160.59;2199.05;1205.83;246.50;122.02;29.20;6.09;86;-5,441;72;4,772;0.00;1398.01;291;13.99;6.52;2.04;25;359.52;6;25;4.28;
Partido x Algeciras C.F;9/22/2024;17;E. Jiménez;24.10;2568.84;106.61;377.80;615.00;757.28;594.85;92.68;80.49;27.31;6.23;29;-5,124;37;5,124;0.00;562.46;116;23.34;2.44;2.07;9;173.17;5;9;2.11;
Partido x Algeciras C.F;9/22/2024;19;De Santis;16.28;1488.05;91.39;245.88;568.85;403.75;234.87;33.98;0.67;23.41;5.50;11;-5,296;12;4,545;0.00;213.01;54;13.08;1.17;2.58;2;31.11;0;2;0.84;
Partido x Algeciras C.F;9/22/2024;20;Miki Codina;76.80;7441.05;96.89;1318.00;1813.25;2707.09;1244.11;175.46;137.77;30.08;5.70;83;-8,087;75;5,456;0.00;1360.06;312;17.71;6.40;2.80;25;304.24;11;25;4.46;
Partido x Algeciras C.F;9/22/2024;21;Sito;68.07;6565.09;96.45;1038.43;1782.54;2351.77;1175.34;149.26;44.87;27.31;5.75;86;-6,751;73;4,308;0.00;1108.80;297;16.29;5.65;3.43;21;183.53;3;21;4.24;
Partido x Algeciras C.F;9/22/2024;23;Ñito González;99.90;10748.95;107.60;1362.13;2663.36;3803.54;2165.49;427.59;270.41;28.98;6.43;108;-7,002;115;5,095;0.00;2389.39;488;23.92;10.76;1.79;47;693.77;22;47;7.79;9
Sesión Nº 50;9/23/2024;3;Mendibe;57.98;4310.67;74.35;991.09;1024.92;877.28;594.12;422.02;290.11;28.83;4.90;70;-7,300;85;5,006;0.00;1507.05;300;25.99;6.50;1.09;24;708.57;13;24;2.03;
Sesión Nº 50;9/23/2024;8;Nsue;53.28;3185.01;59.78;1047.74;866.50;571.96;389.80;114.94;92.19;30.11;3.30;15;-5,239;44;3,970;0.00;602.48;147;11.31;2.98;0.18;12;196.78;5;12;1.32;
Sesión Nº 50;9/23/2024;10;Borja M.;53.28;3457.96;64.90;939.56;1066.28;696.51;438.63;98.69;132.43;32.04;3.71;47;-5,500;63;5,813;0.00;804.67;229;15.10;3.97;0.30;11;223.22;7;11;1.52;1
Sesión Nº 50;9/23/2024;11;Pol Roige;53.28;3352.18;62.91;895.52;907.81;869.88;416.96;92.99;78.33;31.87;3.49;34;-6,038;44;4,790;0.00;598.97;167;11.24;2.96;0.78;10;170.73;5;10;1.47;
Sesión Nº 50;9/23/2024;12;Keita;53.28;3554.77;66.72;926.49;969.84;962.76;352.49;60.17;136.71;29.03;3.69;88;-6,462;87;4,628;0.00;874.97;311;16.42;4.85;0.30;10;194.39;6;10;1.24;-1
Sesión Nº 50;9/23/2024;16;Nacho;53.28;2955.88;55.48;878.93;828.76;614.59;324.56;37.10;146.09;30.20;2.98;58;-5,928;62;4,372;0.00;724.42;221;13.60;3.88;0.40;7;181.95;6;7;1.12;
Sesión Nº 50;9/23/2024;17;E. Jiménez;53.28;3473.48;65.19;949.15;865.49;900.37;487.81;95.24;72.00;28.30;3.67;60;-5,717;85;4,772;0.00;812.65;250;15.25;4.37;0.34;9;159.96;4;9;1.70;
Sesión Nº 50;9/23/2024;19;De Santis;53.28;3551.91;66.66;871.66;1121.33;804.48;474.33;141.94;52.80;28.62;3.78;58;-6,712;63;4,945;0.00;775.58;240;14.56;4.20;0.29;10;187.48;4;10;1.64;
Sesión Nº 50;9/23/2024;22;S. Montero;53.28;3776.01;70.87;1044.83;830.16;1160.96;438.68;97.80;74.85;29.35;3.87;69;-6,244;77;4,853;0.00;868.61;295;16.30;4.80;0.39;7;166.02;3;7;1.55;4
Sesión Nº 50;9/23/2024;24;Alex Gil;53.28;3449.84;64.75;975.17;735.36;944.69;474.39;110.81;104.94;29.89;3.58;63;-5,684;70;5,541;0.00;856.43;233;16.07;4.29;0.29;10;215.75;5;10;1.66;
Sesión Nº 50;9/23/2024;26;Keyner;53.28;3963.54;74.39;996.22;909.42;1186.70;494.74;100.26;139.70;30.34;4.09;60;-5,510;75;5,339;0.00;904.47;263;16.98;4.65;0.24;11;235.67;7;11;1.75;
Sesión Nº 50;9/23/2024;27;Tommy;53.28;3549.57;66.62;1131.98;795.83;870.94;357.17;102.13;117.58;27.75;3.51;69;-6,734;73;6,016;0.00;792.48;247;14.87;4.08;0.26;11;216.06;5;11;1.23;
Sesión Nº 50;9/23/2024;29;Alberto;53.28;3621.16;67.96;881.35;1013.14;1009.98;302.50;106.93;177.55;30.45;3.72;69;-6,525;72;4,888;0.00;935.75;280;17.56;4.79;0.23;12;280.74;8;12;1.05;
Sesión Nº 51;9/25/2024;2;San Emeterio;110.20;6523.64;59.20;1726.04;1750.07;1794.06;798.16;126.76;142.45;29.27;3.47;99;-6,682;82;4,967;0.00;1213.56;319;11.01;6.17;1.31;14;263.56;10;14;2.84;6
Sesión Nº 51;9/25/2024;3;Mendibe;110.20;5641.91;51.20;1784.87;1448.61;1617.68;487.51;70.71;51.46;26.16;2.99;71;-5,767;66;5,584;0.00;779.12;267;7.07;4.57;2.89;8;118.52;4;8;1.74;
Sesión Nº 51;9/25/2024;4;A. Hernández;110.20;6146.32;55.78;1503.25;1955.16;1762.35;610.20;87.92;40.24;25.18;3.28;63;-4,936;72;4,765;0.00;877.25;300;7.96;5.14;0.93;10;122.70;4;10;2.20;
Sesión Nº 51;9/25/2024;5;Llonch;83.53;6000.52;71.84;1392.29;1438.05;2203.67;739.71;109.16;4.17;24.28;4.19;96;-5,392;76;4,067;0.00;958.15;332;11.47;5.64;0.68;7;109.12;0;7;2.70;8
Sesión Nº 51;9/25/2024;6;Julio;83.53;5795.41;69.38;1545.29;1417.72;1789.08;719.33;143.25;70.87;26.51;4.04;61;-6,457;83;4,470;0.00;1139.68;305;13.64;5.86;0.65;14;209.78;7;14;2.57;
Sesión Nº 51;9/25/2024;7;Zequi;83.53;5749.22;68.83;1486.50;1511.67;1669.57;693.18;146.87;95.31;30.33;3.96;83;-5,673;87;5,157;0.00;1125.62;330;13.48;5.95;3.29;17;240.98;6;17;2.46;
Sesión Nº 51;9/25/2024;8;Nsue;83.53;5908.90;70.74;1505.35;1639.61;1603.73;814.06;166.77;39.86;25.72;4.03;48;-5,459;77;4,799;0.00;1011.25;286;12.11;5.41;0.68;14;200.50;5;14;2.86;
Sesión Nº 51;9/25/2024;10;Borja M.;83.53;5688.42;68.10;1400.48;1748.76;1756.28;477.40;105.36;72.74;29.61;3.91;48;-6,449;69;5,244;0.00;902.98;277;10.81;4.93;3.33;13;171.94;7;13;1.70;5
Sesión Nº 51;9/25/2024;11;Pol Roige;83.53;5364.15;64.22;1284.57;1444.48;1595.03;662.54;127.91;115.56;31.41;3.63;45;-5,181;66;4,854;0.00;938.90;230;11.24;4.39;2.85;14;243.47;8;14;2.31;
Sesión Nº 51;9/25/2024;12;Keita;110.20;6605.88;59.95;1528.69;1796.94;1859.30;894.36;160.01;179.08;31.13;3.62;99;-7,501;99;4,970;0.00;1448.35;393;13.14;7.46;1.28;19;330.94;9;19;3.17;-1
Sesión Nº 51;9/25/2024;14;Elady;83.53;5427.77;64.98;1396.82;1798.66;1390.25;621.76;77.22;12.07;26.30;3.70;73;-6,119;78;4,574;0.00;938.27;296;11.23;5.35;0.79;8;79.62;2;8;2.20;
Sesión Nº 51;9/25/2024;16;Nacho;110.20;6126.82;55.60;1617.96;1712.71;1671.34;804.30;134.12;17.49;25.24;3.27;78;-6,104;71;4,454;0.00;936.16;283;8.49;5.08;1.48;12;149.10;2;12;2.86;
Sesión Nº 51;9/25/2024;17;E. Jiménez;110.20;5672.77;51.48;1565.48;1395.23;1545.38;787.22;139.23;31.64;25.23;2.93;67;-5,478;71;5,374;0.00;933.78;262;8.47;4.69;0.42;12;166.43;3;12;2.75;
Sesión Nº 51;9/25/2024;19;De Santis;83.53;4788.60;57.33;1431.22;1425.83;1135.31;496.41;103.91;64.72;26.73;3.23;45;-5,672;74;4,698;0.00;843.55;235;10.10;4.49;0.87;12;166.17;4;12;1.76;
