session;date;dorsal;player;time;total_distance;minute_distance;distance_vrange1;distance_vrange2;distance_vrange3;distance_vrange4;distance_vrange5;distance_vrange6;max_speed;average_speed;num_dec_expl;max_dec;num_acc_expl;max_acc;player_load;hmld;hmld_count;hmld_relative;hmld_time;hid_intervals;num_hids;hsr;sprints;num_hsr;time_vrange4;rpe
Sesión Nº 34;8/30/2024;24;Alex Gil;34.79;1847.75;53.11;572.70;421.07;656.45;143.64;10.75;17.11;26.52;3.26;25;-5,076;29;4,481;0.00;284.56;116;8.18;1.84;0.65;2;27.86;2;2;0.53;
Sesión Nº 35;8/31/2024;2;San Emeterio;78.84;4338.97;55.03;1232.44;1110.86;1172.95;520.06;117.77;38.83;27.36;3.15;60;-6,838;69;5,352;0.00;768.21;219;9.74;4.01;0.82;14;152.80;5;14;1.79;4
Sesión Nº 35;8/31/2024;3;Mendibe;78.84;4349.60;55.17;1206.61;1446.56;1023.95;342.64;59.21;26.70;27.13;2.98;50;-5,502;53;4,578;0.00;535.00;191;6.79;3.12;3.02;8;85.92;1;8;1.19;3
Sesión Nº 35;8/31/2024;4;A. Hernández;78.84;4250.46;53.91;1242.79;1311.38;1065.34;375.37;52.05;4.32;23.52;2.95;42;-5,780;55;4,487;0.00;550.04;185;6.98;3.32;0.69;5;54.44;0;5;1.29;5
Sesión Nº 35;8/31/2024;5;Llonch;78.84;4234.10;53.70;1190.94;1195.73;1140.48;550.34;34.63;0.69;23.14;3.06;46;-5,458;44;4,907;0.00;609.83;189;7.74;3.46;0.00;2;26.75;0;2;1.97;5
Sesión Nº 35;8/31/2024;6;Julio;78.84;4124.41;52.31;1434.15;1001.33;958.69;477.68;45.10;1.41;23.32;2.90;42;-4,739;50;4,548;0.00;625.50;194;7.93;3.65;1.14;6;44.12;0;6;1.65;
Sesión Nº 35;8/31/2024;7;Zequi;78.84;4632.82;58.76;1277.13;1364.68;1088.61;555.95;102.98;64.70;27.34;3.37;45;-6,248;50;4,515;0.00;804.29;191;10.20;4.09;0.80;11;163.36;4;11;1.90;
Sesión Nº 35;8/31/2024;8;Nsue;78.84;3867.78;49.06;1469.06;1026.57;846.67;307.96;38.70;35.13;27.10;2.75;32;-4,985;46;4,416;0.00;533.26;171;6.76;3.16;1.11;5;70.06;2;5;1.08;
Sesión Nº 35;8/31/2024;9;Loca;78.84;3920.90;49.73;1140.32;1189.75;980.13;345.56;69.25;31.26;25.25;2.75;42;-5,463;44;4,807;0.00;562.31;175;7.13;3.20;0.54;5;95.63;4;5;1.19;5
Sesión Nº 35;8/31/2024;10;Borja M.;78.84;4623.57;58.65;1192.98;1445.57;1094.90;544.63;97.46;103.87;29.89;3.38;37;-4,805;44;4,752;0.00;727.27;172;9.22;3.32;0.91;12;193.31;5;12;1.88;3
Sesión Nº 35;8/31/2024;11;Pol Roige;78.84;4639.79;58.85;1189.46;1375.39;1222.28;447.07;119.47;138.48;30.25;3.38;39;-5,991;61;4,741;0.00;908.40;207;11.52;4.33;2.30;14;256.12;8;14;1.53;
Sesión Nº 35;8/31/2024;14;Elady;78.84;3854.45;48.89;1124.18;1284.04;893.76;284.18;44.04;43.36;27.83;2.64;42;-4,443;48;4,925;0.00;572.36;188;7.26;3.34;2.39;5;87.40;3;5;0.97;
Sesión Nº 35;8/31/2024;16;Nacho;78.84;4266.43;54.12;1225.03;1398.58;1058.39;384.04;46.52;4.23;24.76;3.10;46;-4,911;36;4,852;0.00;488.85;182;6.20;3.15;0.51;6;50.75;1;6;1.38;
Sesión Nº 35;8/31/2024;17;E. Jiménez;78.84;4285.79;54.36;1208.78;1322.18;1170.12;332.37;68.94;32.73;27.18;3.09;60;-4,890;68;4,918;0.00;707.90;236;8.98;4.08;2.01;9;101.66;5;9;1.18;
Sesión Nº 35;8/31/2024;18;Burlamaqui;78.84;4169.40;52.88;1547.66;1004.82;887.73;405.53;101.69;62.70;30.36;2.97;46;-5,368;66;5,480;0.00;735.12;210;9.32;3.75;1.58;13;163.74;3;13;1.40;7
Sesión Nº 35;8/31/2024;19;De Santis;78.84;3902.16;49.49;1434.98;1179.51;803.63;312.55;30.59;28.44;25.94;2.75;30;-5,619;41;5,285;0.00;433.90;136;5.50;2.67;1.67;3;57.12;2;3;1.11;
Sesión Nº 35;8/31/2024;20;Miki Codina;78.84;4370.90;55.44;1334.09;1207.55;1290.59;334.41;51.52;5.05;24.52;3.13;44;-5,042;51;4,902;0.00;511.12;177;6.48;3.10;1.49;6;53.42;1;6;1.18;3
Sesión Nº 35;8/31/2024;21;Sito;78.84;4368.23;55.41;1175.85;1486.74;1049.83;386.22;65.52;63.12;28.57;3.18;50;-5,822;64;4,646;0.00;711.34;213;9.02;3.77;0.49;7;126.16;4;7;1.35;3
Sesión Nº 35;8/31/2024;22;S. Montero;78.84;4349.29;55.17;1502.54;1106.77;1024.98;420.08;63.15;56.60;27.00;3.09;47;-5,722;52;4,739;0.00;677.22;198;8.59;3.68;2.49;8;119.75;3;8;1.45;9
Sesión Nº 35;8/31/2024;23;Ñito González;78.84;4082.01;51.77;1253.96;1062.22;1084.00;396.99;50.33;84.08;28.58;2.90;29;-4,641;31;4,133;0.00;572.43;152;7.26;3.04;0.40;5;133.79;5;5;1.40;4
Sesión Nº 35;8/31/2024;24;Alex Gil;78.84;4328.09;54.90;1179.74;981.63;1308.56;566.96;70.46;50.87;28.59;3.11;58;-5,182;52;4,246;0.00;748.74;220;9.50;3.98;0.55;6;114.01;3;6;1.97;
Partido x Atletico de Madrid B;9/1/2024;2;San Emeterio;99.22;10249.87;103.31;1519.10;2858.89;3438.56;1783.15;251.03;118.39;29.58;5.88;142;-7,167;113;5,565;0.00;1993.33;495;20.09;9.72;3.06;28;353.62;9;28;6.25;9
Partido x Atletico de Madrid B;9/1/2024;4;A. Hernández;99.22;9091.26;91.63;1667.79;2479.16;3184.61;1443.86;147.99;87.38;27.94;5.47;105;-6,765;116;5,055;0.00;1646.97;456;16.60;9.16;3.17;18;227.57;7;18;5.22;8
Partido x Atletico de Madrid B;9/1/2024;5;Llonch;70.23;7599.68;108.22;1017.73;1772.24;3277.48;1349.42;103.92;28.86;24.90;6.33;88;-5,696;57;4,071;0.00;1044.56;318;14.87;5.71;8.97;11;132.78;3;11;4.97;9
Partido x Atletico de Madrid B;9/1/2024;6;Julio;59.75;6492.68;108.66;891.25;1663.80;2413.37;1299.03;120.30;55.68;29.56;6.14;64;-6,544;67;4,210;0.00;1093.05;271;18.29;5.35;3.44;13;167.63;4;13;4.72;6
Partido x Atletico de Madrid B;9/1/2024;8;Nsue;28.54;3349.14;117.34;444.87;830.61;1238.04;397.06;118.53;57.22;27.63;6.04;26;-7,428;31;5,298;0.00;583.75;118;20.45;2.51;1.90;12;171.25;4;12;1.32;
Partido x Atletico de Madrid B;9/1/2024;9;Loca;84.19;8268.83;98.21;1203.44;2258.31;3043.60;1203.11;291.49;185.13;31.96;5.75;92;-6,426;92;4,694;0.00;1626.89;373;19.32;7.66;2.37;34;467.02;14;34;4.23;5
Partido x Atletico de Madrid B;9/1/2024;10;Borja M.;28.54;3249.89;113.86;387.48;800.92;1096.66;660.53;136.35;109.56;28.87;6.85;41;-6,067;29;4,151;0.00;771.16;136;27.02;3.17;1.56;14;238.51;8;14;2.35;6
Partido x Atletico de Madrid B;9/1/2024;11;Pol Roige;71.92;7322.28;101.81;919.15;2045.13;2889.54;968.76;219.24;227.74;30.27;5.95;63;-6,625;60;4,272;0.00;1434.43;271;19.95;6.14;2.36;28;445.18;15;28;3.46;
Partido x Atletico de Madrid B;9/1/2024;17;E. Jiménez;99.22;10013.53;100.92;1480.15;2658.61;3879.64;1618.10;198.19;108.62;28.53;6.00;134;-7,177;126;5,401;0.00;1792.26;502;18.06;9.51;4.52;19;295.99;8;19;5.83;
Partido x Atletico de Madrid B;9/1/2024;20;Miki Codina;99.22;9045.06;91.16;1701.57;2179.05;3489.78;1338.59;150.09;45.67;26.01;5.42;106;-7,611;92;4,611;0.00;1455.95;406;14.67;8.16;5.19;15;180.54;4;15;4.80;
Partido x Atletico de Madrid B;9/1/2024;21;Sito;59.96;5940.65;99.07;911.01;1837.29;1914.55;929.48;111.82;113.49;31.89;5.44;64;-6,789;62;4,991;0.00;982.78;237;16.39;4.75;3.18;13;219.14;7;13;3.25;8
Partido x Atletico de Madrid B;9/1/2024;23;Ñito González;99.22;10463.25;105.46;1492.09;2561.81;3921.97;2002.93;295.23;94.81;29.55;6.27;122;-6,739;115;4,261;0.00;2000.45;489;20.16;9.96;2.98;30;377.90;7;30;7.14;10
Sesión Nº 36;9/2/2024;3;Mendibe;52.13;3742.25;71.79;938.02;827.74;1189.12;430.60;70.03;209.11;31.37;4.11;93;-7,653;74;5,194;0.00;1032.42;300;19.80;5.50;0.69;10;277.32;8;10;1.55;5
Sesión Nº 36;9/2/2024;7;Zequi;52.13;3214.54;61.66;984.25;734.81;852.28;412.09;111.67;32.22;26.99;3.42;67;-4,546;58;4,636;0.00;713.16;240;13.68;4.22;1.27;10;137.78;4;10;1.42;
Sesión Nº 36;9/2/2024;8;Nsue;52.13;3459.78;66.37;1065.64;740.60;925.95;443.73;109.05;96.99;31.59;3.75;35;-5,413;58;7,047;0.00;702.55;197;13.48;3.69;2.43;11;198.77;5;11;1.57;
Sesión Nº 36;9/2/2024;10;Borja M.;52.13;3137.44;60.19;1081.12;853.18;634.84;263.55;95.32;140.20;30.54;3.41;35;-5,795;54;4,476;0.00;706.48;189;13.55;3.49;1.55;11;233.05;8;11;0.92;6
Sesión Nº 36;9/2/2024;12;Keita;52.13;3903.72;74.89;889.99;1055.70;1222.37;397.17;95.11;167.08;30.47;4.27;110;-7,214;82;5,538;0.00;1116.40;353;21.42;5.99;1.86;13;261.60;9;13;1.43;7
Sesión Nº 36;9/2/2024;14;Elady;52.13;3491.50;66.98;898.56;852.40;1046.53;454.55;90.17;74.42;27.70;3.80;82;-5,887;67;4,578;0.00;911.89;299;17.49;5.45;0.31;10;163.32;4;10;1.62;
Sesión Nº 36;9/2/2024;16;Nacho;52.13;3407.73;65.37;864.37;993.49;797.43;388.69;125.16;163.35;30.46;3.71;60;-6,526;63;4,884;0.00;898.79;233;17.24;4.28;1.06;13;282.97;6;13;1.38;
Sesión Nº 36;9/2/2024;18;Burlamaqui;52.13;3630.65;69.65;1091.19;855.35;1061.34;332.84;87.32;115.05;28.40;3.96;70;-5,825;95;5,373;0.00;891.88;317;17.11;5.36;0.28;10;202.37;7;10;1.19;7
Sesión Nº 36;9/2/2024;19;De Santis;52.13;3480.79;66.77;1033.81;839.10;966.02;380.55;77.45;126.02;29.39;3.81;65;-4,978;84;4,863;0.00;815.01;262;15.63;4.47;1.65;8;200.32;5;8;1.35;
Sesión Nº 36;9/2/2024;22;S. Montero;52.13;3648.57;69.99;1053.98;663.18;1158.87;402.75;136.91;156.07;30.27;3.95;56;-5,601;71;5,074;0.00;905.52;266;17.37;4.58;1.48;13;292.98;8;13;1.43;8
Sesión Nº 36;9/2/2024;24;Alex Gil;52.13;3513.92;67.41;906.43;704.37;1149.95;446.08;132.81;102.29;29.82;3.82;62;-5,768;74;4,993;0.00;949.73;265;18.22;4.84;0.70;12;235.09;4;12;1.60;
Sesión Nº 37;9/4/2024;2;San Emeterio;74.77;5282.34;70.65;1145.23;1085.75;1648.78;847.59;235.17;167.91;29.09;4.17;74;-5,336;70;5,537;0.00;1363.76;314;18.24;6.34;1.07;21;396.45;12;21;3.00;7
Sesión Nº 37;9/4/2024;3;Mendibe;74.77;4208.17;56.28;1317.25;872.77;1037.97;545.00;137.64;107.23;28.29;3.23;54;-5,908;54;4,502;0.00;825.69;199;11.04;3.97;0.28;13;241.87;6;13;1.88;5
Sesión Nº 37;9/4/2024;4;A. Hernández;74.77;4732.49;63.29;1293.22;1138.49;1245.50;652.88;123.95;117.11;28.47;3.77;52;-5,740;64;5,119;0.00;946.75;253;12.66;4.69;0.33;12;235.60;6;12;2.32;6
Sesión Nº 37;9/4/2024;6;Julio;55.92;3122.69;55.84;1147.56;512.08;962.03;308.95;61.09;23.65;27.35;3.38;15;-4,507;30;3,811;0.00;531.18;139;9.50;2.89;0.83;7;84.73;2;7;1.11;
Sesión Nº 37;9/4/2024;7;Zequi;74.77;5350.23;71.55;1242.42;1249.15;1552.11;811.21;184.36;169.25;29.25;4.28;71;-5,444;70;4,955;0.00;1214.87;311;16.25;5.92;0.31;16;349.32;8;16;2.83;
Sesión Nº 37;9/4/2024;8;Nsue;74.77;4630.84;61.93;1356.36;1178.90;1069.99;631.38;110.61;129.28;29.92;3.62;47;-5,088;58;5,153;0.00;876.49;217;11.72;4.25;0.43;11;239.89;5;11;2.24;
Sesión Nº 37;9/4/2024;9;Loca;37.51;1639.86;43.71;719.01;333.81;406.00;87.42;0.00;0.00;18.32;2.57;14;-4,565;14;3,973;0.00;131.74;71;3.51;1.06;0.00;0;0.00;0;0;0.33;4
Sesión Nº 37;9/4/2024;10;Borja M.;74.77;5096.96;68.17;1287.72;1179.77;1444.19;670.14;178.21;192.49;30.71;4.11;66;-5,896;74;4,687;0.00;1166.85;266;15.61;5.30;1.20;17;359.11;10;17;2.36;6
Sesión Nº 37;9/4/2024;11;Pol Roige;74.77;5518.60;73.81;1235.57;1234.40;1798.95;727.58;161.40;176.84;28.80;4.32;50;-6,902;70;4,877;0.00;1194.72;272;15.98;5.40;1.37;17;337.02;11;17;2.54;
Sesión Nº 37;9/4/2024;12;Keita;74.77;5259.58;70.34;1329.65;1301.08;1555.46;651.58;146.85;109.28;29.19;4.16;80;-6,731;80;6,449;0.00;1077.91;327;14.42;5.54;1.07;17;251.83;9;17;2.32;6
Sesión Nº 37;9/4/2024;14;Elady;74.77;4832.70;64.63;1289.88;1135.68;1313.53;722.23;174.06;71.92;28.12;3.90;56;-6,361;58;5,230;0.00;977.27;238;13.07;4.97;2.97;15;233.95;5;15;2.53;
Sesión Nº 37;9/4/2024;16;Nacho;74.77;4855.48;64.94;1237.83;1171.31;1317.07;587.20;146.99;253.83;31.05;3.83;56;-5,926;63;5,227;0.00;1150.00;246;15.38;5.05;1.07;20;399.57;14;20;2.08;
Sesión Nº 37;9/4/2024;17;E. Jiménez;74.77;4257.53;56.94;1220.48;939.71;946.82;708.50;170.85;99.73;28.55;3.32;49;-5,378;73;5,444;0.00;871.49;201;11.65;3.76;0.30;16;263.23;6;16;2.45;
Sesión Nº 37;9/4/2024;18;Burlamaqui;74.77;4472.96;59.82;1494.38;890.50;1130.65;565.49;132.78;83.14;28.86;3.49;72;-5,986;84;5,383;0.00;993.67;276;13.29;5.08;1.36;18;214.11;5;18;1.99;8
Sesión Nº 37;9/4/2024;19;De Santis;74.77;4084.63;54.63;1201.85;1017.34;931.86;469.83;152.10;166.72;30.41;3.22;43;-4,623;40;4,782;0.00;824.47;176;11.03;3.57;0.32;15;318.82;7;15;1.62;
Sesión Nº 37;9/4/2024;20;Miki Codina;74.77;5469.88;73.15;1267.83;1129.16;1809.41;718.30;205.36;201.68;29.80;4.37;73;-5,673;64;4,854;0.00;1259.17;286;16.84;5.83;0.46;20;401.59;13;20;2.55;
Sesión Nº 37;9/4/2024;21;Sito;74.77;4069.47;54.42;1301.97;842.74;1026.77;504.76;126.30;93.88;28.97;3.13;33;-5,439;48;4,751;0.00;710.20;159;9.50;3.25;0.43;11;215.87;6;11;1.76;6
Sesión Nº 37;9/4/2024;22;S. Montero;74.77;5099.89;68.21;1479.52;886.95;1465.05;746.52;141.19;184.01;27.72;3.94;62;-5,545;60;4,501;0.00;1082.66;252;14.48;5.02;0.35;14;322.13;9;14;2.65;8
Sesión Nº 37;9/4/2024;23;Ñito González;74.77;4237.27;56.67;1313.35;792.64;1189.70;593.81;155.90;20.19;25.38;3.29;28;-6,572;42;4,224;0.00;689.31;180;9.22;3.58;0.33;13;173.10;3;13;2.04;7
Sesión Nº 37;9/4/2024;24;Alex Gil;74.77;5056.84;67.63;1242.58;1064.27;1511.97;783.51;142.48;179.55;30.59;4.16;81;-5,971;76;5,286;0.00;1196.76;294;16.00;5.66;0.44;18;320.83;8;18;2.75;
Sesión Nº 38;9/5/2024;2;San Emeterio;53.01;3544.88;66.87;892.88;1025.18;1208.36;303.61;34.19;13.79;26.73;4.05;20;-4,996;23;3,974;0.00;414.33;108;7.82;2.44;2.62;5;47.98;1;5;1.08;3
Sesión Nº 38;9/5/2024;3;Mendibe;53.01;3278.15;61.84;911.49;888.71;1116.68;278.40;15.35;0.00;21.77;3.43;24;-4,945;28;5,038;0.00;325.52;125;6.14;2.16;1.41;3;13.52;0;3;0.99;2
Sesión Nº 38;9/5/2024;4;A. Hernández;53.01;3277.75;61.83;814.71;994.11;1101.39;226.64;29.17;20.71;26.92;3.40;17;-4,694;24;4,023;0.00;339.27;101;6.40;2.05;0.51;4;49.88;2;4;0.81;2
Sesión Nº 38;9/5/2024;6;Julio;53.01;3061.78;57.76;1159.89;759.13;797.43;259.14;14.21;0.00;21.96;3.34;20;-5,241;29;5,020;0.00;338.74;113;6.39;2.09;0.00;2;9.37;0;2;0.93;
Sesión Nº 38;9/5/2024;7;Zequi;71.23;4395.61;61.71;1036.18;1498.72;1176.24;418.09;124.35;45.36;27.02;3.97;35;-5,098;46;4,556;0.00;641.65;161;9.01;3.37;1.29;12;163.09;3;12;1.48;
Sesión Nº 38;9/5/2024;8;Nsue;71.23;4245.89;59.60;1281.88;1327.25;1004.88;418.33;78.06;28.00;25.31;3.78;31;-4,799;34;4,180;0.00;603.97;153;8.48;3.18;1.19;7;102.40;2;7;1.48;
Sesión Nº 38;9/5/2024;9;Loca;53.01;3203.12;60.42;821.97;1135.24;908.97;190.62;26.59;18.73;26.38;3.30;26;-4,607;26;4,225;0.00;336.93;120;6.36;2.12;0.56;4;45.33;1;4;0.69;4
Sesión Nº 38;9/5/2024;10;Borja M.;71.23;4295.48;60.30;1005.97;1341.67;1281.56;379.04;100.14;80.59;30.39;3.89;28;-5,693;34;4,365;0.00;608.01;138;8.54;2.75;1.24;12;178.31;5;12;1.32;2
Sesión Nº 38;9/5/2024;11;Pol Roige;71.23;4124.70;57.90;1084.54;1180.89;1375.98;284.05;34.69;43.76;29.75;3.65;25;-4,424;34;4,209;0.00;455.15;133;6.39;2.41;1.50;4;78.45;2;4;1.02;
Sesión Nº 38;9/5/2024;14;Elady;71.23;3978.50;55.85;1146.38;1223.66;1066.89;363.48;61.44;24.50;25.68;3.37;41;-5,356;48;4,799;0.00;516.52;169;7.25;2.85;0.94;7;82.92;3;7;1.29;
Sesión Nº 38;9/5/2024;16;Nacho;55.73;3210.40;57.60;927.05;986.57;933.51;212.34;38.99;2.11;23.60;3.10;24;-6,783;20;4,366;0.00;306.68;101;5.50;2.09;0.74;4;37.96;0;4;0.74;
Sesión Nº 38;9/5/2024;17;E. Jiménez;53.01;3395.95;64.06;893.33;1107.53;990.26;272.37;32.31;6.35;24.77;3.66;19;-4,800;36;5,459;0.00;390.60;134;7.37;2.54;0.93;4;36.20;1;4;0.98;
Sesión Nº 38;9/5/2024;18;Burlamaqui;56.88;3589.96;63.12;1039.91;881.46;1192.43;347.91;42.99;4.16;24.26;3.20;37;-5,649;35;5,008;0.00;489.01;174;8.60;3.01;1.12;7;45.30;1;7;1.23;5
Sesión Nº 38;9/5/2024;19;De Santis;71.23;3006.14;42.20;996.69;944.06;768.12;174.84;0.00;0.00;19.45;2.40;16;-5,768;24;4,996;0.00;265.69;101;3.73;1.71;0.00;0;0.00;0;0;0.61;
Sesión Nº 38;9/5/2024;20;Miki Codina;71.23;3738.64;52.48;1182.93;1047.08;1154.78;187.19;35.21;23.78;29.95;3.00;19;-4,026;27;4,456;0.00;334.91;115;4.70;1.95;2.19;4;58.99;1;4;0.67;3
Sesión Nº 38;9/5/2024;21;Sito;53.01;3563.21;67.22;970.19;1205.47;1003.25;295.70;20.91;2.74;23.86;4.06;31;-5,746;38;4,975;0.00;412.74;148;7.79;2.71;1.24;3;23.65;0;3;1.06;6
Sesión Nº 38;9/5/2024;22;S. Montero;71.23;3608.04;50.65;1157.76;843.36;1122.59;273.25;38.42;11.55;25.31;2.92;36;-5,134;33;4,392;0.00;399.79;146;5.61;2.49;0.00;3;46.89;1;3;0.99;4
Sesión Nº 38;9/5/2024;23;Ñito González;71.23;3388.40;47.57;1188.46;853.17;1072.96;133.28;0.00;0.00;19.24;2.70;9;-4,724;19;4,782;0.00;191.10;80;2.68;1.39;0.00;0;0.00;0;0;0.48;4
Sesión Nº 38;9/5/2024;24;Alex Gil;71.23;3906.19;54.84;1126.66;912.94;1261.57;397.68;50.22;34.75;29.66;3.21;30;-6,837;35;4,455;0.00;523.88;150;7.35;3.02;1.70;6;80.72;2;6;1.42;
Sesión Nº 39;9/6/2024;2;San Emeterio;65.35;3533.31;54.07;1061.02;1007.52;1046.18;297.92;11.14;0.00;21.38;3.16;40;-5,623;44;5,122;0.00;441.70;182;6.76;2.83;0.15;3;9.32;0;3;1.05;5
Sesión Nº 39;9/6/2024;3;Mendibe;65.35;3214.45;49.19;1031.03;959.74;848.41;213.77;23.68;0.70;23.52;2.81;47;-5,080;46;4,530;0.00;425.98;184;6.52;3.06;0.08;3;24.37;0;3;0.77;3
Sesión Nº 39;9/6/2024;4;A. Hernández;65.35;3302.96;50.55;1138.00;1028.93;717.07;175.33;28.97;9.68;25.06;2.72;23;-4,637;33;4,325;0.00;365.87;140;5.60;2.39;0.09;3;32.81;1;3;0.61;5
Sesión Nº 39;9/6/2024;6;Julio;65.35;3376.47;51.67;1061.36;926.97;996.85;267.78;15.05;0.71;22.78;3.27;29;-5,410;45;5,056;0.00;466.72;163;7.14;3.04;0.00;1;8.31;0;1;0.95;
Sesión Nº 39;9/6/2024;7;Zequi;65.35;2794.23;42.76;766.78;912.03;844.59;173.29;9.78;0.00;21.73;2.63;25;-5,044;35;4,927;0.00;301.29;131;4.61;2.02;0.00;1;9.78;0;1;0.64;
Sesión Nº 39;9/6/2024;8;Nsue;65.35;3213.06;49.17;1186.41;966.24;801.89;156.88;4.96;0.00;21.19;2.97;26;-6,287;42;5,112;0.00;329.88;151;5.05;2.46;0.00;1;3.13;0;1;0.57;
Sesión Nº 39;9/6/2024;9;Loca;65.35;3119.81;47.74;892.35;1029.28;843.81;224.61;13.25;0.70;22.53;2.90;31;-4,952;41;5,273;0.00;390.19;154;5.97;2.75;0.00;2;13.35;0;2;0.79;
Sesión Nº 39;9/6/2024;10;Borja M.;65.35;3456.94;52.90;1106.36;1128.88;895.44;210.91;7.38;0.00;21.54;3.10;31;-5,502;48;4,573;0.00;381.51;155;5.84;2.53;0.00;0;0.00;0;0;0.74;4
Sesión Nº 39;9/6/2024;11;Pol Roige;65.35;3416.02;52.27;931.62;1015.95;1102.34;235.46;26.01;9.24;25.60;3.17;44;-5,567;53;5,368;0.00;476.37;199;7.29;3.00;0.09;4;33.34;2;4;0.83;
Sesión Nº 39;9/6/2024;14;Elady;65.35;3734.73;57.15;1032.30;1260.11;1003.84;303.69;20.79;9.13;25.10;3.39;51;-4,930;65;5,492;0.00;540.06;218;8.26;3.54;0.10;3;28.10;1;3;1.09;
Sesión Nº 39;9/6/2024;16;Nacho;65.35;3206.64;49.07;1063.89;969.36;863.31;189.61;16.27;0.00;22.62;2.82;35;-4,739;42;4,574;0.00;400.65;158;6.13;2.78;0.09;2;12.57;0;2;0.68;
Sesión Nº 39;9/6/2024;17;E. Jiménez;65.35;3381.46;51.75;1019.05;890.65;1039.07;309.15;4.90;0.00;21.13;3.14;43;-5,375;62;5,439;0.00;474.29;202;7.26;3.21;0.00;0;0.00;0;0;1.13;
Sesión Nº 39;9/6/2024;18;Burlamaqui;65.35;3589.25;54.93;1101.67;965.40;1036.39;320.66;14.12;9.62;26.63;3.33;63;-5,133;68;5,082;0.00;539.11;227;8.25;3.58;0.15;2;22.50;1;2;1.16;8
Sesión Nº 39;9/6/2024;19;De Santis;65.35;3781.80;57.87;1069.06;1272.45;1002.93;321.64;24.94;0.71;23.01;3.62;48;-5,607;60;5,026;0.00;528.08;199;8.08;3.55;0.00;4;25.06;0;4;1.16;
Sesión Nº 39;9/6/2024;20;Miki Codina;65.35;3604.50;55.16;1034.66;1005.58;1179.59;253.25;18.82;1.36;23.13;3.35;45;-4,652;39;4,154;0.00;500.88;185;7.67;3.32;0.07;2;17.71;0;2;0.92;1
Sesión Nº 39;9/6/2024;21;Sito;65.35;3150.23;48.21;1002.66;1019.17;792.22;178.29;1.25;0.00;20.58;2.88;33;-4,747;40;4,712;0.00;353.70;146;5.41;2.44;0.00;0;0.00;0;0;0.63;5
Sesión Nº 39;9/6/2024;22;S. Montero;65.35;3556.76;54.43;1004.45;1001.69;1187.41;246.62;12.65;0.00;22.86;3.35;38;-4,976;41;4,828;0.00;480.80;200;7.36;3.21;0.09;2;11.35;0;2;0.89;4
Sesión Nº 39;9/6/2024;23;Ñito González;65.35;3689.47;56.46;1077.07;895.92;1173.65;387.61;20.00;0.74;23.17;3.36;44;-4,161;50;4,403;0.00;486.66;191;7.45;3.09;1.41;3;20.74;0;3;1.40;4
Sesión Nº 39;9/6/2024;24;Alex Gil;65.35;3658.61;55.99;929.48;1057.41;1250.88;284.39;26.08;3.46;23.87;3.39;52;-4,966;46;4,538;0.00;478.45;206;7.32;3.23;0.09;3;28.93;0;3;1.04;
Partido x Hércules C.F;9/7/2024;2;San Emeterio;102.52;10657.38;103.95;1451.75;2463.06;3581.06;2418.72;376.91;237.19;29.68;6.11;136;-7,421;113;4,733;0.00;2404.15;502;23.45;11.13;2.35;44;605.08;16;44;8.60;9
Partido x Hércules C.F;9/7/2024;3;Mendibe;80.60;7704.64;95.59;1220.69;1705.25;2917.44;1400.42;194.15;130.56;27.86;5.52;84;-7,163;75;5,518;0.00;1514.09;361;18.79;7.71;2.68;18;314.40;10;18;5.04;7
Partido x Hércules C.F;9/7/2024;4;A. Hernández;102.52;9720.12;94.81;1639.22;2424.56;3551.60;1691.26;233.80;99.85;28.53;5.60;102;-5,202;96;5,024;0.00;1799.63;433;17.55;9.35;3.69;23;333.06;7;23;6.06;7
Partido x Hércules C.F;9/7/2024;6;Julio;102.52;11464.78;111.83;1459.87;2596.13;4446.55;2424.83;325.25;138.02;29.09;6.63;79;-6,718;78;4,452;0.00;1852.01;384;18.07;8.69;3.93;28;453.56;7;28;8.78;
Partido x Hércules C.F;9/7/2024;8;Nsue;82.27;8709.57;105.87;1233.79;1984.36;3452.05;1492.41;279.62;168.43;28.05;6.26;85;-7,223;82;5,143;0.00;1676.63;360;20.38;7.83;2.00;34;424.29;13;34;5.22;
Partido x Hércules C.F;9/7/2024;9;Loca;19.40;2048.80;105.61;255.99;476.78;735.98;367.99;115.78;67.46;30.31;6.16;28;-7,300;20;4,685;0.00;467.40;88;24.09;1.92;1.73;11;178.41;3;11;1.27;
Partido x Hércules C.F;9/7/2024;10;Borja M.;64.05;7130.22;111.33;820.15;2051.13;2123.32;1524.36;298.01;287.63;29.89;6.69;81;-6,555;71;5,311;0.00;1712.28;313;26.74;6.94;1.27;41;583.23;19;41;5.48;7
Partido x Hércules C.F;9/7/2024;11;Pol Roige;64.40;7242.96;112.46;837.93;1700.31;2908.99;1102.07;268.44;294.84;29.99;6.44;68;-6,621;73;4,914;0.00;1629.57;290;25.30;6.95;1.70;30;560.83;16;30;3.89;
Partido x Hércules C.F;9/7/2024;14;Elady;22.13;2425.66;109.60;258.70;682.46;909.85;367.27;141.29;47.13;27.00;6.47;22;-5,158;19;3,712;0.00;472.31;91;21.34;1.96;1.46;14;185.99;3;14;1.30;
